frequency,mean,std,min,max
5.1,3.95064407027188,3.418854870417213,1.179439978614798,9.567473700650519
10.2,0.6012102906009669,0.32801169878933106,0.3046600053219592,1.1275556933360182
15.299999999999999,0.24647100560222507,0.2058662679524444,0.07770920963924538,0.5911655945822452
20.4,0.08119056447597048,0.050733789883408036,0.029640664691807553,0.16140728422226713
25.5,0.04844799746602624,0.029829233922602564,0.021024893348767754,0.0980493995262743
30.599999999999998,0.04088953188914869,0.0251829430477576,0.01418695043868986,0.08207445106197729
6.899999999999993,3.426971897768567,1.8732048564081318,0.5600641904114962,5.68435930539385
13.799999999999986,0.50643200464434,0.3192269819208299,0.1247603745508005,0.9680548620386544
20.69999999999998,0.11442715931802713,0.08050774077605154,0.03646714726919883,0.25458732963065556
27.599999999999973,0.05760410760426051,0.04733273998889198,0.020235217150105688,0.14806153087014573
34.499999999999964,0.04151722302819083,0.029293906595677415,0.01255542587267258,0.09536814750351325
41.39999999999996,0.030484694536893914,0.019451023034375993,0.008201839745184009,0.06450868398709932
5.0,11.239663616283412,17.90309445035884,0.011424457794864281,91.99473094186682
10.0,2.1783662232995726,3.688842283717897,0.005176412117929237,17.799450210145306
15.0,0.6720447393904265,1.1764415746035513,0.0012894337912991538,5.597380909537563
20.0,0.38927067499205537,0.8833789381068308,0.0008523275913792011,4.8160830375468935
25.0,0.22248918218088048,0.4526545440701417,0.000558819061738664,2.3732188900521196
30.0,0.15380420096278602,0.3004859917047993,0.00040986054699063064,1.5433950836645818
5.799999999999997,3.4707289492890556,0.9087464589313508,2.5619824903577046,4.379475408220406
11.599999999999994,0.5614736820063623,0.34428341465425105,0.2171902673521112,0.9057570966606133
17.39999999999999,0.2661934628252043,0.20970622042302647,0.056487242402177784,0.47589968324823073
23.19999999999999,0.16719157970912252,0.12603665244292217,0.041154927266200375,0.2932282321520447
28.999999999999986,0.1222036514279724,0.08365888183708367,0.038544769590888726,0.20586253326505607
34.79999999999998,0.09466893471702062,0.05801060122907095,0.03665833348794966,0.15267953594609157
6.699999999999994,2.5768668640947716,0.0,2.5768668640947716,2.5768668640947716
13.399999999999988,0.38577974854883335,0.0,0.38577974854883335,0.38577974854883335
20.09999999999998,0.10207825010761258,0.0,0.10207825010761258,0.10207825010761258
26.799999999999976,0.0855449173140074,0.0,0.0855449173140074,0.0855449173140074
33.49999999999997,0.07400089857308885,0.0,0.07400089857308885,0.07400089857308885
40.19999999999996,0.06901627750954172,0.0,0.06901627750954172,0.06901627750954172
6.799999999999994,0.26415906987896715,0.0,0.26415906987896715,0.26415906987896715
13.599999999999987,0.10813189239742925,0.0,0.10813189239742925,0.10813189239742925
20.39999999999998,0.028641599013415786,0.0,0.028641599013415786,0.028641599013415786
27.199999999999974,0.01209566006292836,0.0,0.01209566006292836,0.01209566006292836
33.99999999999997,0.007951133531992408,0.0,0.007951133531992408,0.007951133531992408
40.79999999999996,0.007763553845360265,0.0,0.007763553845360265,0.007763553845360265
5.399999999999999,9.18329595445947,8.989224547495526,0.19407140696394412,18.172520501955
10.799999999999997,3.3348913953524986,3.11987171481157,0.21501968054092793,6.454763110164069
16.199999999999996,1.0265142755909868,0.9573001193955127,0.06921415619547404,1.9838143949864995
21.599999999999994,0.5779687708763167,0.5561614968618739,0.021807274014442785,1.1341302677381906
26.999999999999993,0.33550232208111946,0.32469060130557564,0.010811720775543826,0.6601929233866951
32.39999999999999,0.23815199714083207,0.22961935114748058,0.008532645993351493,0.4677713482883126
5.899999999999997,5.176504015372829,0.0,5.176504015372829,5.176504015372829
11.799999999999994,0.901821645688984,0.0,0.901821645688984,0.901821645688984
17.69999999999999,0.329849651365789,0.0,0.329849651365789,0.329849651365789
23.599999999999987,0.16607073016258603,0.0,0.16607073016258603,0.16607073016258603
29.499999999999986,0.09681329599100721,0.0,0.09681329599100721,0.09681329599100721
35.39999999999998,0.061418769862723335,0.0,0.061418769862723335,0.061418769862723335
